default,amount_of_loan,credit_rating,years_with_bank,rent_mortgage_own,income,age
1,5000,C,2,1,50000,44
1,6600,B,0,0,60000,22
0,3500,D,4,0,48000,28
1,5000,A,8,1,80476.97,22
0,2800,B,0,0,48956,46
0,10000,B,17,0,98000,25
1,7500,D,34,1,55000,58
0,14000,D,9,0,73000,35
0,9000,A,0,1,74000,29
1,1200,A,4,1,48000,24
1,2400,C,5,1,16656,31
0,12000,A,11,1,110000,37
1,4500,C,2,0,47000,21
1,4000,B,2,0,150000,27
0,7000,C,1,1,47200,21
1,10000,B,3,0,36000,32
1,17000,C,1,1,75000,22
0,35000,B,11,1,107000,27
0,12600,B,4,2,50000,23
1,5000,C,2,0,50000,36
0,11500,A,24,1,175000,27
0,13000,A,6,1,140000,33
0,10000,B,4,0,38004,35
0,6500,A,4,0,33000,22
1,20000,C,4,1,135000,25
0,10000,A,2,1,96000,29
0,4000,C,4,2,15000,23
0,6000,A,2,1,35000,22
1,19000,A,13,0,54000,22
0,10000,A,2,1,42000,24
0,4000,C,17,2,107000,46
0,5200,A,1,0,38000,23
0,1800,B,5,0,80000,33
1,21000,D,1,0,112511.52,28
1,2400,C,3,0,16800,24
0,9000,C,16,0,62000,29
0,5800,A,5,1,75000,25
1,6400,D,11,0,51000,37
1,3000,C,0,0,64992,22
0,2000,B,11,0,48000,31
0,2600,A,0,1,50000,25
0,9100,D,8,0,38400,26
0,7500,B,2,1,85000,24
0,6000,B,7,2,26000,34
1,3000,B,2,0,48000,21
0,5500,A,5,0,50000,39
1,6125,C,4,0,40000,27
1,4500,C,8,0,45000,28
1,6150,B,17,1,72000,27
0,7200,A,3,1,60000,29
1,9000,B,10,0,120000,40
1,5000,A,2,0,42500,32
1,20000,D,24,1,85000,33
1,8000,C,4,0,47000,27
0,15600,B,8,1,75000,31
1,2100,B,7,1,80000,23
1,16800,A,3,1,43200,21
1,6000,B,2,0,43000,35
0,1600,C,9,1,72000,37
1,4000,C,2,0,16800,22
0,6000,C,1,1,54000,27
1,20000,B,4,1,69600,23
1,3500,C,7,0,24000,28
1,20000,B,13,1,60600,28
1,18000,B,4,1,550000,40
0,4800,C,5,0,39996,26
1,4500,A,53,1,48000,30
1,5000,C,4,0,40000,22
0,6500,A,24,1,123996,27
1,8000,B,2,1,40000,28
0,8000,B,12,1,100000,25
0,4000,A,16,1,57600,23
0,3500,A,0,1,58000,24
0,15000,D,5,2,80000,35
0,10000,A,5,0,60000,33
0,6400,B,0,0,55000,25
0,11200,A,10,2,45000,47
1,7000,B,6,0,13000,31
0,18000,C,8,0,65000,25
0,8000,E,3,0,80000,22
1,20000,D,10,1,190000,33
0,10000,A,4,0,78000,21
0,12000,A,9,1,125004,28
1,10000,E,13,0,55000,22
0,4000,B,2,0,21000,21
1,3200,C,3,0,24000,21
0,17300,D,8,1,56400,22
1,10000,B,2,1,68000,23
1,7000,A,23,0,58000,27
0,6500,C,11,1,174996,37
1,24000,F,1,0,160000,26
1,2500,B,2,1,80000,24
0,7800,B,3,0,43000,44
0,15000,B,0,0,100000,27
1,25000,F,4,1,61365,23
1,4800,B,0,0,65004,29
1,6625,C,2,0,28000,21
1,10000,A,2,1,45912,28
0,17500,C,5,1,64700,26
1,1500,C,1,1,90000,23
0,10000,B,18,1,120000,25
1,10000,D,3,0,65000,23
1,6000,B,5,1,49580,30
0,4000,C,7,1,80000,23
1,20000,B,1,1,48100,27
1,5000,B,12,1,58000,23
1,15000,B,17,1,88268,23
1,25000,C,0,0,106000,37
1,2500,A,2,0,36000,22
0,3000,B,8,0,50000,26
1,12000,C,7,1,25568,25
0,5600,B,3,0,50000,23
1,5000,A,13,1,24000,26
0,7200,B,2,1,53000,31
1,18200,B,14,0,42000,22
1,6100,C,9,1,23748,30
1,9000,B,5,0,35000,23
0,18000,C,11,1,95000,27
1,8400,B,4,0,87000,28
0,5000,A,12,0,69996,27
1,33000,E,0,1,115000,32
1,14500,C,0,0,45000,25
1,25000,B,5,1,49600,23
0,18000,A,17,1,75000,22
0,15000,A,6,1,91224,27
1,20000,C,4,1,120602.4,34
0,15000,A,15,1,87600,34
1,4500,B,2,0,39000,24
0,10000,A,10,1,45992,23
0,5000,B,0,0,75000,31
1,2000,B,4,0,32496,41
0,20000,B,10,1,81600,25
1,7125,B,2,1,36648,21
1,5000,C,3,1,64000,28
0,8000,B,0,1,90000,33
1,8000,A,15,0,80000,25
0,10000,A,2,0,37200,22
1,6600,C,2,0,30000,24
1,2500,A,8,0,40000,30
0,8400,C,3,0,48000,39
1,4375,B,0,0,14400,24
0,5000,A,7,1,110000,23
0,2000,B,5,1,50000,27
1,2500,C,2,0,40000,22
1,16000,B,2,0,96000,24
0,6200,A,5,1,26500,44
1,7000,C,7,0,35000,29
0,7000,C,11,0,112200,28
1,5000,B,2,0,43900,22
0,13125,A,5,1,106358,28
0,16000,B,5,1,41004,26
0,2000,B,2,0,30000,25
0,4000,A,5,0,78000,33
1,15000,B,8,1,52000,24
0,7000,C,6,1,36000,27
0,14125,A,4,2,27800,25
0,5000,A,3,1,89000,37
0,6000,A,0,2,30000,34
1,6000,D,2,1,34000,24
0,8000,A,2,1,64000,34
0,12000,B,2,0,35000,22
0,8000,A,0,0,45000,32
0,10000,C,7,1,38400,24
1,7750,E,2,2,13920,23
0,10000,A,9,1,50000,26
1,3500,D,20,1,96000,25
0,5000,A,2,1,80000,25
1,6500,D,7,1,130000,26
0,20000,E,6,0,135000,34
0,12000,B,1,0,95004,31
0,10000,B,2,2,50004,24
0,8000,A,16,1,86004,32
1,15075,C,14,0,35000,31
1,1750,C,3,2,11440,30
0,1500,A,2,0,32004,35
0,6000,B,1,0,75000,23
0,15000,B,2,1,110004,28
1,10000,D,0,0,60000,29
1,8000,B,10,1,49590,24
0,6250,A,3,1,63177,36
0,2400,A,6,1,55000,28
0,10800,B,4,0,82600,27
0,7500,A,1,1,60000,51
1,6000,D,6,0,77200,39
1,4000,C,11,0,39996,29
0,9900,D,3,0,61200,36
0,9600,A,7,1,44460,34
0,24000,A,9,1,130104,23
1,11000,C,0,2,20400,31
1,8875,B,6,1,40000,27
1,16500,E,9,2,96000,26
1,5000,B,6,0,304800,53
1,4000,C,11,1,62400,31
0,6700,B,3,0,25700,33
1,5000,C,9,1,33685,22
0,12000,A,9,0,92341,24
0,7500,B,7,0,96000,27
0,20000,B,1,1,125000,25
1,18000,C,31,0,36720,21
0,10300,B,3,0,45000,21
1,2350,C,0,2,36000,28
0,4000,A,15,1,55000,23
1,25000,C,12,2,93000,23
0,3300,A,2,0,28956,22
0,8000,A,7,0,48000,41
0,6000,A,4,0,18200,22
1,4000,B,0,1,60000,22
0,10000,C,2,1,80496,29
0,4000,C,0,0,45000,21
1,12000,D,6,0,62496,35
0,14000,A,21,0,128165,22
1,12000,D,2,2,95000,44
1,4000,B,1,1,25000,24
1,12000,C,8,0,57780,25
0,12600,C,2,1,62400,22
1,15250,B,2,1,52000,24
0,6575,A,0,1,100000,27
0,2600,B,1,0,28000,31
1,5000,C,0,0,50000,28
1,19750,D,5,1,55000,28
0,20000,B,4,0,72000,27
1,5000,C,1,0,42000,22
0,10000,B,0,2,70000,34
0,4000,A,0,1,95000,25
0,14400,C,2,0,42996,22
1,2500,E,1,0,38000,25
0,3250,A,0,0,35000,22
0,6900,A,0,2,40000,24
1,10000,D,5,0,72000,30
1,3800,C,14,0,60000,36
0,15000,A,4,0,60000,24
1,12000,B,20,1,87000,27
0,8400,A,5,1,117014,25
1,7000,C,7,0,42000,26
1,10000,C,2,1,65000,31
0,8000,B,5,0,64000,23
0,5000,A,6,1,140000,30
1,5500,B,5,1,40000,26
1,7000,A,9,0,32340,22
1,20000,F,8,1,170000,28
1,8300,A,0,0,30000,25
1,7000,E,0,0,40000,24
0,6500,B,7,1,48000,22
0,14000,A,31,0,66000,26
0,14000,A,6,1,60000,24
0,20000,A,12,0,160000,22
1,3250,A,0,0,8000,23
1,4750,D,2,0,14000,22
0,10000,C,13,1,49600,25
1,12750,D,3,0,58000,22
0,6000,B,20,1,77000,31
1,2600,D,6,0,15000,29
1,8000,D,6,1,46680,37
1,25000,F,3,1,75000,24
0,12000,A,4,0,86000,27
1,13000,B,2,0,45000,55
0,4200,A,8,1,75000,29
1,3000,D,5,0,60000,34
1,3000,C,2,0,55000,37
1,10000,B,6,0,26000,24
0,14000,A,48,1,58000,29
1,20000,D,2,1,115000,41
1,10000,C,13,1,80000,34
0,4000,C,20,2,35000,25
1,14500,B,14,1,64656,24
0,12000,A,11,1,110000,37
1,5000,C,0,0,24000,23
0,4400,C,14,0,95459,26
0,10000,B,4,2,100000,52
0,1500,B,5,0,40000,21
0,13000,B,0,0,50000,22
1,1200,A,6,1,38304,27
1,15250,E,5,0,28080,22
1,6000,A,33,1,42000,24
1,24000,B,1,0,120000,24
1,23975,B,18,0,49896,24
1,6000,C,1,0,36000,22
0,10000,D,3,0,80000,29
0,12000,A,10,1,95000,22
1,6400,B,5,0,30500,25
1,15000,B,18,1,110000,32
1,12000,A,4,1,35400,26
1,2200,A,8,0,17004,29
1,11525,C,0,0,30000,43
0,24000,A,3,1,200000,24
1,2800,C,6,1,100843,35
0,30000,D,4,1,68000,27
1,12000,C,8,1,81000,29
1,5000,C,8,1,138996,25
1,2200,B,6,1,18000,30
1,20000,B,3,0,85000,26
0,14000,B,0,2,58000,29
1,5000,E,3,0,70000,26
1,4000,D,21,0,105000,27
1,8000,D,13,1,60000,26
0,6000,A,8,0,38000,25
1,4000,B,3,1,75000,27
1,1500,C,1,0,9600,30
0,4000,D,27,0,45000,23
1,10000,F,4,0,45600,30
1,20000,C,16,0,85000,33
0,5000,A,8,1,101000,33
1,9000,C,0,0,26000,22
1,8000,D,3,2,52000,38
1,15000,C,21,0,48000,24
0,5000,B,8,0,72000,28
0,13600,B,26,0,73000,25
1,21000,D,6,1,85000,29
1,5000,C,8,0,48000,32
1,10000,B,3,1,170004,25
1,8000,B,1,2,24996,23
1,1000,B,17,2,45600,23
1,10000,D,3,0,45000,22
1,5000,D,8,1,60000,26
1,11000,C,4,2,34000,38
1,7000,A,3,1,113000,24
1,5000,C,3,0,35028,37
0,5500,A,0,0,30000,36
1,3000,D,6,0,63000,23
0,7000,C,7,1,81996,22
1,5100,C,4,1,70000,31
1,5000,B,7,1,86700,27
0,7000,B,2,1,23500,24
0,7000,A,5,1,74400,50
1,8575,E,0,0,27840,29
1,25000,E,3,0,60000,25
1,1000,C,20,0,30035,25
1,6250,C,1,2,29000,28
0,17500,A,3,1,152000,26
1,25000,D,5,0,120000,24
1,8000,C,1,0,35000,22
1,4000,F,3,0,20800,37
1,25000,B,11,2,80004,24
0,13200,C,1,1,95000,31
1,15000,C,1,0,24000,22
1,6000,C,1,0,41600,33
1,1800,C,18,0,53544,28
1,15000,D,11,1,108000,33
1,4800,B,1,1,57600,23
1,10000,C,3,0,38000,25
1,16000,C,14,1,53000,23
1,5125,A,5,0,60000,21
0,21125,C,1,1,176608,28
1,9600,C,19,1,61200,24
1,6000,C,10,0,31500,27
1,4500,A,0,2,26880,36
1,15000,B,4,0,150000,53
0,7000,A,5,0,92000,29
1,4800,C,8,1,46525,30
1,27050,D,5,0,73200,26
0,4500,C,8,2,140004,25
1,10625,B,0,0,30000,26
1,10000,E,12,0,100000,25
1,15000,B,6,1,102000,23
1,5000,B,4,0,46500,22
1,14000,A,3,1,83000,21
0,5000,A,1,1,225000,28
1,1500,C,2,0,38000,22
1,16000,D,4,1,50000,22
0,7000,A,4,1,100000,28
1,15000,F,2,1,78000,29
1,30000,A,5,2,125000,31
1,16000,C,3,0,45000,27
0,10000,B,13,0,96500,29
0,2600,A,3,0,100000,25
0,2500,A,7,1,33360,24
1,15000,C,11,0,60000,23
1,18000,A,4,0,50000,24
0,15000,D,3,0,61584,27
0,25000,B,12,1,125000,29
1,20000,B,5,1,94000,25
1,6000,B,0,0,30000,48
1,6000,D,5,0,171000,28
1,23000,D,6,1,155142,26
0,15000,A,5,0,48000,23
0,11625,B,4,1,96000,26
0,8000,B,5,2,24000,22
0,10000,B,10,0,75000,24
1,16000,C,4,0,60000,42
1,13750,C,2,1,46996,37
0,2000,A,3,1,132000,26
1,16000,C,2,1,45000,24
0,3200,C,0,0,23040,25
1,10000,A,0,0,85000,22
0,5600,A,1,0,19800,24
1,12000,C,11,1,61000,22
0,4000,A,5,1,44000,25
0,6000,A,21,1,90000,25
1,12000,C,3,0,60000,25
1,6600,B,0,0,26240,37
1,4800,A,7,1,102000,30
1,18000,C,5,1,72000,23
0,11600,B,0,0,71000,26
1,5000,C,4,0,33000,27
0,2400,A,3,1,38769.12,34
0,4500,B,0,0,24000,22
1,6200,G,16,1,62900,36
1,14000,B,6,2,45760,27
0,12000,A,11,0,49268.48,32
0,9000,B,5,0,42597,33
1,8400,C,0,0,50000,42
1,10000,B,1,2,60000,29
0,14000,C,12,0,122000,23
1,20000,B,3,1,80400,28
0,3000,B,4,0,28000,24
0,15000,C,7,1,38400,24
0,2500,A,0,0,22000,23
0,5000,A,20,2,66000,22
1,2400,B,8,0,43080,22
0,2375,B,3,0,60000,32
0,20000,B,9,1,107496,26
1,10000,A,20,0,30000,25
0,15000,D,7,0,100896,24
0,15000,B,0,1,88000,22
0,5575,A,5,0,28800,25
1,15850,B,15,2,78411,30
0,1500,C,0,0,30000,27
1,15000,E,0,1,89000,27
1,1000,D,0,0,36000,70
0,8000,C,1,0,50000,27
1,8875,A,2,0,23000,23
0,7000,C,17,0,72000,23
0,12650,A,6,0,60000,27
1,7000,D,5,1,57000,26
1,6000,D,3,0,39000,24
1,13000,C,1,2,39689,23
1,5000,A,16,1,70000,24
1,4000,B,10,0,48000,24
0,5000,A,1,1,115000,27
1,8025,C,11,1,55000,28
1,20000,B,2,0,51000,37
1,1500,B,11,1,58000,36
1,7000,C,3,0,33198,24
1,8475,C,13,1,122708,24
0,14400,C,4,0,70000,24
0,10000,A,12,1,80000,23
1,9000,B,5,1,35000,22
1,5000,D,0,0,50000,38
1,7500,C,31,0,38400,22
1,15000,B,5,0,50000,22
1,6000,B,2,0,30000,22
0,10000,A,11,0,60000,37
1,7700,C,6,1,100000,26
1,10000,C,3,1,34000,31
1,12000,D,1,0,57840,23
1,13800,C,4,0,33036,33
1,4000,D,2,0,53000,27
0,6000,B,4,0,50650,22
1,24500,D,2,1,120000,29
1,10000,B,0,1,275000,26
0,12000,D,11,1,300000,26
1,25000,D,9,1,175000,52
1,4200,D,8,1,38496,26
1,9800,A,9,1,50000,25
1,24250,B,15,1,77052,20
1,6000,B,0,0,25200,25
1,4800,B,5,0,50000,25
0,25000,C,2,0,49861,28
1,1000,B,0,1,25200,22
0,20000,E,9,2,127000,25
0,12000,A,5,0,65000,24
0,15000,C,1,0,67000,29
1,13000,D,3,0,120000,26
0,16000,B,15,1,70000,23
1,4500,C,3,0,50000,30
1,9000,C,0,1,39000,26
1,7000,A,5,0,42000,33
0,27050,C,4,0,60000,66
0,12000,B,8,1,105000,28
0,15000,A,5,0,100000,26
1,2500,C,14,0,48000,47
1,7000,D,4,0,230000,35
1,1600,A,0,0,35000,23
1,2000,C,1,1,27600,24
1,11800,C,5,0,76000,26
0,2800,C,4,1,25000,21
0,12875,A,4,1,57000,22
1,10000,D,4,0,30000,24
0,6500,B,1,1,110000,25
1,20000,B,5,0,98652,28
0,1500,A,2,0,18700,26
0,35000,A,0,1,144000,35
0,17500,E,3,0,44000,28
0,21600,B,15,1,116000,32
1,5000,A,5,0,32400,29
1,9000,C,2,2,33300,23
0,6375,A,4,0,44000,25
0,16800,A,4,0,97000,26
0,4200,A,11,0,93000,27
1,6625,B,3,0,24947.3,33
1,10000,A,6,1,50000,26
0,9000,A,0,1,130000,28
0,6000,C,2,1,80000,30
0,4800,A,0,0,80000,49
0,6000,A,12,1,45000,31
1,15000,C,9,1,141000,43
1,3500,C,4,0,80000,31
0,15000,B,3,0,67704,29
1,24000,B,16,1,320000,36
0,3000,B,8,0,32796,30
1,2400,E,20,1,150000,34
0,7000,A,4,1,37500,26
1,8000,B,2,0,30000,23
1,5000,B,2,0,20000,21
0,10000,C,1,0,37000,29
1,15000,E,5,1,210000,30
1,1800,B,9,1,68400,23
0,6500,A,7,1,44400,23
1,6000,C,31,0,72000,26
0,12000,B,3,0,100000,41
1,2000,A,7,1,26784,21
1,10800,C,4,0,46000,30
0,6000,A,12,1,128000,23
1,6000,B,4,1,26400,41
1,4400,B,12,0,49000,23
0,3250,A,7,2,71000,25
1,9000,D,11,0,95000,24
0,15000,B,19,0,62400,24
1,2500,E,2,0,14400,22
1,8725,A,11,1,52000,27
0,3300,A,14,1,35004,48
0,5000,A,11,1,148350,40
0,4500,B,2,0,37000,28
0,16000,C,34,1,122000,23
1,6000,C,19,1,39168,25
1,8000,D,5,0,75000,24
0,9000,B,5,0,51000,31
0,5000,B,4,0,34800,41
0,5100,B,14,1,58800,22
0,8000,D,3,0,54000,66
0,4000,B,6,0,30000,27
0,18000,B,15,1,90000,25
0,4000,A,14,1,120996,37
1,15000,A,9,1,75000,28
0,15000,B,18,1,69000,29
0,6000,B,3,1,106000,31
0,14000,B,20,0,62000,23
0,7600,A,13,1,100000,27
0,7000,A,2,0,35000,25
1,8000,C,4,0,45000,25
0,18000,B,6,2,51000,42
0,12000,A,0,0,123000,25
0,10000,A,20,1,88000,26
1,23000,B,14,1,89000,32
1,6700,A,6,0,21600,21
1,4500,D,12,1,21216,21
1,30000,D,4,1,75000,28
1,7500,C,7,0,50000,25
1,5600,B,0,0,30000,38
0,14400,B,0,1,139992,26
0,5600,A,31,1,35375,23
1,5200,C,0,0,35000,23
0,15000,B,5,0,42000,29
0,12000,A,3,1,87278,24
0,10000,B,2,1,86004,43
1,7125,A,0,1,30000,21
0,20000,A,6,1,100000,24
1,4000,C,10,1,50400,27
1,12000,D,1,0,55000,25
1,6000,B,4,0,39684,44
0,5000,B,11,0,100000,27
0,7500,D,2,1,71688,21
0,13000,B,2,1,69867,22
1,13650,B,16,1,86000,32
1,4900,D,7,1,65000,22
1,4000,C,18,1,67464,21
1,25000,F,8,1,100000,22
1,1600,A,2,0,31000,22
1,10000,B,1,0,72500,26
0,11600,B,0,0,71000,26
0,8500,A,2,1,50600,31
1,7925,B,2,1,110000,29
0,5000,A,9,1,55000,29
0,6000,B,3,1,61500,27
1,10000,B,13,1,150000,30
1,6000,D,3,0,72000,50
0,10000,A,16,1,79992,25
0,4200,B,4,0,43200,27
0,9875,A,12,2,84000,39
0,6000,B,3,1,85000,26
1,12000,D,4,0,30000,22
1,2000,C,3,1,27385,32
1,2500,D,11,0,70000,22
1,11000,D,1,2,38400,31
1,5000,C,2,1,68000,29
1,20400,E,2,2,57000,28
1,8000,B,0,0,26400,27
0,18000,B,11,0,102000,31
0,15000,C,1,0,83500,29
1,15000,C,2,0,36000,22
1,14000,C,2,2,48000,27
1,18000,A,11,2,59928,23
1,21000,B,12,0,53580,33
1,5000,C,4,0,33000,27
0,12950,B,0,1,92000,23
1,15000,B,0,1,100000,24
0,25000,B,12,0,82000,24
1,7500,F,5,1,79577,40
1,12000,D,8,1,133000,34
0,6000,A,11,1,54000,23
1,1300,A,16,0,50000,26
1,15000,C,0,2,149616,27
1,3100,B,3,0,30892.8,31
1,6475,A,4,0,92000,23
1,12000,D,3,2,65000,22
1,2000,E,0,0,24000,24
0,12000,A,11,1,60000,23
1,3500,C,7,1,38500,39
1,9600,F,2,0,60000,23
1,15000,D,19,1,52320,22
0,20000,B,5,0,56000,27
1,12000,D,0,1,60000,27
1,8000,C,3,1,73000,24
0,10000,B,1,0,64000,32
1,5900,A,3,1,78644,22
0,8700,A,3,2,65000,25
1,3200,C,11,0,65000,24
1,12000,B,5,2,33009,21
0,18800,B,5,0,60000,32
1,2000,A,30,0,56000,31
0,25000,B,0,0,145000,36
0,15000,C,6,1,48000,29
1,8000,A,3,0,27000,24
1,4000,A,21,1,43200,23
0,10500,B,1,0,62100,34
0,2000,C,6,1,68000,27
1,4750,D,2,2,25920,40
0,21600,B,17,2,138000,25
1,15000,C,6,2,36960,28
0,3000,A,2,1,45000,39
0,10000,A,2,0,33280,23
0,15000,B,4,0,40000,26
0,35000,A,11,1,118400,29
0,7000,B,15,0,90000,35
1,3000,C,5,0,18000,24
1,20000,C,3,0,65000,26
1,14000,C,3,0,55000,23
0,12000,C,0,0,53000,28
1,24000,F,3,0,350000,29
1,10000,A,9,1,135000,31
1,8000,D,6,0,40000,29
1,14000,C,11,1,78000,24
0,4800,C,11,0,27000,21
1,10000,A,13,1,90000,26
1,3000,C,3,0,100000,26
0,6800,B,0,0,77500,24
0,2100,B,9,1,68000,33
0,7000,A,4,1,85000,22
1,11100,B,2,0,32244,22
0,17400,A,0,1,160000,32
1,10000,A,0,0,31000,23
0,12000,A,6,0,54000,24
1,10000,C,4,1,36000,24
1,5100,C,11,1,34000,24
1,10000,B,2,1,80000,30
1,16000,E,16,0,51000,23
0,5500,C,3,0,27996,23
1,4000,D,4,0,38400,22
0,10000,B,5,1,87000,24
0,6000,B,41,1,185000,26
0,20000,B,5,2,84000,24
0,12000,A,13,1,66000,22
0,4800,B,2,0,14400,35
0,13000,D,4,2,33800,23
0,3650,B,14,1,105000,22
0,19500,B,1,0,90000,24
1,16750,E,6,1,51000,25
1,11200,C,3,0,80000,34
0,6000,B,24,1,141000,43
1,20000,C,12,1,115000,28
1,7850,C,2,1,25500,23
0,6500,A,4,1,95000,25
1,5000,A,9,1,75000,23
0,3250,D,4,2,25920,24
1,20000,C,2,0,82654.6,22
1,13000,B,10,0,50000,33
0,5000,C,0,0,54996,50
0,10000,A,19,1,100000,24
0,9000,C,6,2,55000,36
0,2800,A,0,1,85000,25
0,4800,B,2,0,14400,35
0,10400,A,5,2,48000,24
1,7000,B,11,1,43200,23
0,12000,C,0,0,86004,26
0,5500,A,1,0,42312,30
0,24000,B,0,1,268000,41
0,10000,A,0,0,18000,24
1,20000,B,5,0,65004,23
1,8000,D,6,0,45000,28
1,10000,B,0,1,38000,42
1,15200,C,0,0,43000,42
0,13000,A,7,0,36000,24
0,6000,A,3,0,25200,27
1,4500,D,2,0,50000,22
0,3000,C,0,1,99996,27
1,25000,C,24,1,59000,22
0,9000,A,9,0,112440,27
0,28000,D,40,1,105018,24
0,7500,B,5,0,65000,29
1,7500,E,7,0,48000,22
0,10000,B,15,0,60000,25
1,15000,A,12,1,95000,23
0,12000,A,13,2,80000,31
0,2500,C,5,0,70082.64,24
0,14000,A,13,0,148000,24
1,5000,A,1,0,60000,22
1,9000,B,7,0,35000,22
1,3000,B,3,0,34580,31
0,7500,A,10,1,105000,22
1,5000,B,23,0,28800,32
1,2400,B,1,0,26000,21
0,16000,A,0,0,75000,30
0,16725,B,5,1,69638.4,27
1,1500,C,8,0,25140,39
1,7000,A,0,0,22480,26
1,7500,F,6,1,50000,24
0,1775,A,0,0,40000,21
0,10000,A,2,1,48000,34
1,5000,B,18,1,54000,31
1,1700,A,9,1,84000,25
0,9000,A,2,1,160000,25
0,21000,B,14,1,52400,42
1,3000,C,4,0,35000,23
0,5000,A,5,2,33004,23
1,3000,B,2,0,24996,38
1,12000,A,0,0,83000,23
1,7500,B,2,0,40000,28
1,15000,F,3,1,107000,23
0,5000,B,11,0,100000,27
1,11200,C,7,0,105000,31
1,22250,B,2,0,41000,23
1,4000,B,6,0,30000,27
1,15775,B,0,0,45000,44
1,2500,D,6,0,22708,27
1,5000,C,4,0,65000,21
0,15000,B,8,1,185000,30
0,25000,C,3,0,60000,28
1,4000,D,20,0,52392,25
1,13000,C,2,0,60000,28
1,15200,C,7,1,125000,29
0,35000,B,3,1,112800,23
1,4000,B,1,0,35000,24
0,17475,A,1,0,35000,29
1,25000,F,5,0,54000,26
0,9000,A,26,0,59520,29
0,6800,B,4,0,22704,32
1,16000,C,1,1,110000,24
1,25000,D,25,1,60000,37
1,8550,D,0,0,79000,41
1,5325,C,5,0,32000,21
1,12000,B,3,0,47000,25
0,5000,A,1,0,100000,24
0,4800,B,6,2,35000,45
0,11500,C,3,1,46300,27
0,12000,A,11,0,88000,49
1,10000,A,3,2,60000,23
0,12000,B,6,1,70000,25
1,29100,C,11,1,52000,24
0,10000,A,24,2,25800,34
0,9000,A,1,1,57248,28
0,15000,C,7,1,70000,28
1,24000,F,4,2,600000,42
0,8000,A,8,1,50648,26
1,8000,D,7,0,70000,25
0,11500,A,3,1,60000,26
0,16800,C,2,0,60000,22
1,5000,F,1,0,39000,24
1,9000,E,6,1,70000,26
1,16000,C,3,0,80000,29
1,12000,C,4,0,50000,29
0,20000,B,1,1,145000,32
1,2000,A,3,1,46800,27
0,12000,A,4,0,86000,27
0,6000,A,13,1,39600,23
1,4500,B,16,0,60000,23
0,12000,B,13,1,63150,23
1,12000,E,24,0,32800,29
0,10775,B,6,0,30000,23
1,25000,E,0,2,140000,34
1,9000,A,5,0,85004,27
0,2150,C,1,0,24000,27
0,2100,B,2,1,21403.2,27
1,3200,D,5,0,60000,22
0,7200,C,6,0,50000,36
1,24250,C,2,0,60000,25
1,1000,D,5,1,45727.2,27
0,1000,D,3,0,25000,22
0,20000,B,4,0,85000,25
0,15000,D,2,0,72000,26
0,10000,C,2,0,110000,28
0,4000,B,3,0,25200,25
1,5000,E,4,0,43000,24
0,12000,A,8,0,70000,31
0,7500,B,0,1,91000,24
0,21000,B,10,1,175000,38
0,9000,B,8,1,40000,21
1,12000,B,2,0,42000,24
0,8000,B,3,0,60000,23
0,12500,B,9,1,150000,25
0,10000,D,3,1,60000,25
1,7000,E,7,0,43000,23
1,6000,C,9,1,50400,25
1,3000,B,1,0,20000,30
0,5000,A,5,0,32000,28
1,3500,A,0,1,86964,23
0,15000,B,3,1,61104,31
0,6250,D,0,1,25000,26
0,7000,B,6,0,80400,26
0,10000,D,0,0,70000,36
1,2200,B,8,0,26004,23
0,8400,D,7,1,60000,25
0,2000,B,3,0,53000,24
0,12000,A,5,1,48000,27
1,9000,D,16,0,33600,22
1,3000,B,5,0,27600,32
1,14500,D,6,0,48000,42
1,10000,A,4,1,65000,30
0,5000,A,7,0,66240,27
0,7500,B,9,0,780000,37
1,3000,B,2,1,32900,21
0,20000,C,4,1,100000,29
0,10000,B,6,0,40000,25
0,7700,B,3,1,46000,41
0,6000,A,16,1,51000,21
0,14700,A,2,2,82000,24
1,1325,C,0,0,24000,25
0,4800,A,7,2,12000,38
0,19200,B,5,0,89000,45
0,10000,B,3,0,55000,39
1,9000,B,1,0,60989,28
1,15000,D,14,0,54000,25
1,7000,B,1,0,62400,30
1,11200,C,1,1,91200,25
0,15000,B,1,1,88000,23
1,12000,B,3,2,56600,23
0,6000,A,11,1,154000,24
1,6000,A,7,0,27000,31
1,5000,D,19,1,58000,24
0,11000,A,6,2,75000,25
0,30000,B,2,1,129996,23
1,13000,C,4,0,36000,23
1,5000,D,4,0,24000,22
0,12500,A,2,0,182500,39
0,19000,B,3,0,72000,23
1,10000,C,0,0,25368,29
1,6000,C,0,0,22800,25
1,5000,C,3,0,70000,44
1,25000,D,13,0,69996,25
1,9600,C,9,1,47000,24
0,4000,A,3,1,28800,37
1,2100,B,17,1,55963,25
1,7500,C,20,1,39996,24
0,6000,C,5,1,180000,43
0,8400,B,4,1,54000,25
1,4350,C,3,0,12000,25
0,3100,A,4,1,56004,27
0,13500,A,4,1,100000,22
1,3500,C,0,1,128000,27
0,7775,A,0,1,42000,43
1,9000,D,6,0,36000,39
1,3000,C,0,0,16800,31
1,18000,F,9,1,95000,31
1,16000,D,8,1,95000,24
1,5500,C,3,0,57000,26
0,20000,C,3,0,175000,32
1,9000,D,3,0,60000,31
1,7000,C,28,1,62400,23
1,15000,B,11,1,72000,49
0,1600,B,0,0,15360,21
1,1500,B,11,0,39600,28
1,24000,D,3,1,80500,26
